N,K,plan,path,vfft_ns,mkl_ns,vfft_gflops,ratio_vs_mkl,rt_err,route,flip,engaged
1272,1,z:ilp,nat-oop,10943,8900,5.994,0.813,7.711e-16,prime,1,0
1273,1,z:ilp,nat-oop,11397,16731,5.760,1.468,7.423e-16,prime,1,0
1274,1,z:ilp,nat-oop,2763,2328,23.779,0.842,1.156e-15,flat,1,0
1275,1,z:ilp,nat-oop,2541,3691,25.880,1.453,1.412e-15,flat,1,0
1276,1,z:ilp,nat-oop,10418,4918,6.319,0.472,6.310e-16,prime,1,0
1277,1,z:ilp,nat-oop,10723,11737,6.144,1.095,8.567e-16,prime,1,0
1278,1,z:ilp,nat-oop,10679,12346,6.175,1.156,7.206e-16,prime,1,0
1279,1,z:ilp,nat-oop,10409,11775,6.341,1.131,7.595e-16,prime,1,0
1280,1,z:ilp,nat-oop,1666,1759,39.648,1.056,6.489e-16,chain3,1,0
1281,1,z:ilp,nat-oop,10525,13425,6.282,1.276,8.942e-16,prime,1,0
1282,1,z:ilp,nat-oop,10680,13941,6.196,1.305,8.944e-16,prime,1,0
1283,1,z:ilp,nat-oop,10518,13607,6.297,1.294,1.532e-15,prime,1,0
1284,1,z:ilp,nat-oop,10923,19983,6.069,1.829,7.754e-16,prime,1,0
1285,1,z:ilp,nat-oop,10330,13626,6.423,1.319,9.764e-16,prime,1,0
1286,1,z:ilp,nat-oop,10700,13781,6.207,1.288,7.571e-16,prime,1,0
1287,1,z:ilp,nat-oop,2937,2132,22.633,0.726,1.221e-15,chain3,1,0
1288,1,z:ilp,nat-oop,2684,4081,24.792,1.521,1.883e-15,chain3,1,0
1289,1,z:ilp,nat-oop,8150,13572,8.170,1.665,1.625e-15,prime,1,0
1290,1,z:ilp,nat-oop,10680,7009,6.241,0.656,7.193e-16,prime,1,0
1291,1,z:ilp,nat-oop,10472,13521,6.370,1.291,8.212e-16,prime,1,0
1292,1,z:ilp,nat-oop,2847,4947,23.450,1.738,1.510e-15,chain3,1,0
1293,1,z:ilp,nat-oop,10453,13577,6.393,1.299,8.227e-16,prime,1,0
1294,1,z:ilp,nat-oop,10576,13598,6.324,1.286,8.466e-16,prime,1,0
1295,1,z:ilp,nat-oop,10339,7279,6.475,0.704,7.771e-16,prime,1,0
1296,1,z:ilp,nat-oop,1646,1918,40.694,1.165,9.287e-16,chain3,1,0
1297,1,z:ilp,nat-oop,9908,13622,6.768,1.375,2.087e-15,prime,1,0
1298,1,z:ilp,nat-oop,10420,10648,6.442,1.022,7.666e-16,prime,1,0
1299,1,z:ilp,nat-oop,10503,13491,6.396,1.285,8.336e-16,prime,1,0
1300,1,z:ilp,nat-oop,1870,2078,35.957,1.111,8.128e-16,flat,1,0
1301,1,z:ilp,nat-oop,8377,13604,8.033,1.624,2.082e-15,prime,1,0
1302,1,z:ilp,nat-oop,10483,5207,6.425,0.497,8.316e-16,prime,1,0
1303,1,z:ilp,nat-oop,10977,13764,6.141,1.254,8.224e-16,prime,1,0
1304,1,z:ilp,nat-oop,10542,13556,6.401,1.286,7.311e-16,prime,1,0
1305,1,z:ilp,nat-oop,10466,5768,6.453,0.551,7.811e-16,prime,1,0
1306,1,z:ilp,nat-oop,10481,13619,6.449,1.299,7.911e-16,prime,1,0
1307,1,z:ilp,nat-oop,13512,13510,5.007,1.000,7.689e-16,prime,1,0
1308,1,z:ilp,nat-oop,10723,21239,6.315,1.981,6.971e-16,prime,1,0
1309,1,z:ilp,nat-oop,3647,3698,18.584,1.014,1.435e-15,flat,1,0
1310,1,z:ilp,nat-oop,10628,26088,6.382,2.455,7.263e-16,prime,1,0
1311,1,z:ilp,nat-oop,5372,6703,12.637,1.248,1.464e-15,chain3,1,0
1312,1,z:ilp,nat-oop,10475,6730,6.487,0.643,7.722e-16,prime,1,0
1313,1,z:ilp,nat-oop,10564,13580,6.437,1.285,9.097e-16,prime,1,0
1314,1,z:ilp,nat-oop,10369,13112,6.564,1.265,7.651e-16,prime,1,0
1315,1,z:ilp,nat-oop,10402,13548,6.549,1.303,8.092e-16,prime,1,0
1316,1,z:ilp,nat-oop,10516,7913,6.484,0.752,6.713e-16,prime,1,0
1317,1,z:ilp,nat-oop,10515,13648,6.490,1.298,9.010e-16,prime,1,0
1318,1,z:ilp,nat-oop,10420,13619,6.555,1.307,7.286e-16,prime,1,0
1319,1,z:ilp,nat-oop,10679,13683,6.401,1.281,7.396e-16,prime,1,0
1320,1,z:ilp,nat-oop,2445,2116,27.987,0.866,1.125e-15,chain3,1,0
1321,1,z:ilp,nat-oop,6862,13548,9.979,1.974,1.355e-15,prime,1,0
1322,1,z:ilp,nat-oop,11385,13606,6.020,1.195,8.312e-16,prime,1,0
1323,1,z:ilp,nat-oop,2060,2211,33.304,1.074,1.016e-15,flat,1,0
1324,1,z:ilp,nat-oop,10771,13600,6.374,1.263,6.870e-16,prime,1,0
1325,1,z:ilp,nat-oop,10751,11694,6.391,1.088,6.181e-16,prime,1,0
1326,1,z:ilp,nat-oop,2220,3604,30.976,1.623,1.191e-15,chain3,1,0
1327,1,z:ilp,nat-oop,6699,13445,10.275,2.007,1.890e-15,prime,1,0
1328,1,z:ilp,nat-oop,10511,14520,6.554,1.381,8.223e-16,prime,1,0
1329,1,z:ilp,nat-oop,10405,13597,6.627,1.307,9.213e-16,prime,1,0
1330,1,z:ilp,nat-oop,2328,4012,29.637,1.723,1.340e-15,chain3,1,0
1331,1,z:ilp,nat-oop,2186,2122,31.600,0.971,8.902e-16,chain3,1,0
1332,1,z:ilp,nat-oop,13568,6302,5.095,0.464,6.814e-16,prime,1,0
1333,1,z:ilp,nat-oop,10730,13283,6.448,1.238,7.222e-16,prime,1,0
1334,1,z:ilp,nat-oop,10531,7121,6.576,0.676,8.286e-16,prime,1,0
1335,1,z:ilp,nat-oop,10456,23410,6.628,2.239,9.221e-16,prime,1,0
1336,1,z:ilp,nat-oop,10668,13491,6.502,1.265,7.043e-16,prime,1,0
1337,1,z:ilp,nat-oop,10647,13991,6.521,1.314,7.355e-16,prime,1,0
1338,1,z:ilp,nat-oop,10404,13637,6.679,1.311,7.552e-16,prime,1,0
1339,1,z:ilp,nat-oop,10420,13497,6.674,1.295,1.001e-15,prime,1,0
1340,1,z:ilp,nat-oop,11593,11944,6.004,1.030,7.256e-16,prime,1,0
1341,1,z:ilp,nat-oop,10713,13716,6.502,1.280,8.417e-16,prime,1,0
1342,1,z:ilp,nat-oop,10723,11392,6.501,1.062,7.543e-16,prime,1,0
1343,1,z:ilp,nat-oop,10768,21000,6.480,1.950,8.765e-16,prime,1,0
1344,1,z:ilp,nat-oop,1415,1864,49.361,1.317,5.331e-16,2p,1,0
1345,1,z:ilp,nat-oop,10759,13622,6.496,1.266,6.764e-16,prime,1,0
1346,1,z:ilp,nat-oop,11345,13712,6.166,1.209,9.426e-16,prime,1,0
1347,1,z:ilp,nat-oop,10860,13657,6.447,1.258,8.409e-16,prime,1,0
1348,1,z:ilp,nat-oop,10561,13642,6.635,1.292,7.884e-16,prime,1,0
1349,1,z:ilp,nat-oop,10667,18758,6.575,1.758,9.857e-16,prime,1,0
1350,1,z:ilp,nat-oop,3591,2151,19.546,0.599,7.553e-16,chain3,1,0
1351,1,z:ilp,nat-oop,10888,13482,6.452,1.238,8.081e-16,prime,1,0
1352,1,z:ilp,nat-oop,1895,2219,37.094,1.171,1.072e-15,chain3,1,0
1353,1,z:ilp,nat-oop,10735,8684,6.555,0.809,9.980e-16,prime,1,0
1354,1,z:ilp,nat-oop,11167,13626,6.307,1.220,7.827e-16,prime,1,0
1355,1,z:ilp,nat-oop,10586,13572,6.658,1.282,9.736e-16,prime,1,0
1356,1,z:ilp,nat-oop,11589,22946,6.087,1.980,7.827e-16,prime,1,0
1357,1,z:ilp,nat-oop,11162,16321,6.325,1.462,6.356e-16,prime,1,0
1358,1,z:ilp,nat-oop,10583,19915,6.678,1.882,6.703e-16,prime,1,0
1359,1,z:ilp,nat-oop,11425,13628,6.190,1.193,9.018e-16,prime,1,0
1360,1,z:ilp,nat-oop,2023,3422,34.984,1.691,1.334e-15,chain3,1,0
1361,1,z:ilp,nat-oop,7007,13929,10.110,1.988,1.761e-15,prime,1,0
1362,1,z:ilp,nat-oop,10899,13652,6.505,1.253,6.911e-16,prime,1,0
1363,1,z:ilp,nat-oop,10448,14245,6.792,1.363,7.948e-16,prime,1,0
1364,1,z:ilp,nat-oop,10419,5475,6.817,0.526,8.172e-16,prime,1,0
1365,1,z:ilp,nat-oop,3200,2288,22.215,0.715,1.210e-15,chain3,1,0
1366,1,z:ilp,nat-oop,10510,13629,6.769,1.297,9.498e-16,prime,1,0
1367,1,z:ilp,nat-oop,10411,13591,6.839,1.305,7.827e-16,prime,1,0
1368,1,z:ilp,nat-oop,2078,3887,34.284,1.870,1.309e-15,chain3,1,0
1369,1,z:ilp,nat-oop,10753,13723,6.633,1.276,7.265e-16,prime,1,0
1370,1,z:ilp,nat-oop,10655,29474,6.699,2.766,7.847e-16,prime,1,0
1371,1,z:ilp,nat-oop,10823,13591,6.601,1.256,8.177e-16,prime,1,0
1372,1,z:ilp,nat-oop,2681,2236,26.664,0.834,6.290e-16,flat,1,0
1373,1,z:ilp,nat-oop,10748,13640,6.657,1.269,8.534e-16,prime,1,0
1374,1,z:ilp,nat-oop,10775,13700,6.646,1.271,8.094e-16,prime,1,0
1375,1,z:ilp,nat-oop,2340,2253,30.633,0.963,8.805e-16,chain3,1,0
1376,1,z:ilp,nat-oop,10785,7443,6.651,0.690,8.478e-16,prime,1,0
1377,1,z:ilp,nat-oop,2948,4196,24.354,1.423,1.317e-15,chain3,1,0
1378,1,z:ilp,nat-oop,10685,10205,6.724,0.955,7.282e-16,prime,1,0
1379,1,z:ilp,nat-oop,10452,13569,6.880,1.298,1.007e-15,prime,1,0
1380,1,z:ilp,nat-oop,2345,4455,30.697,1.900,1.469e-15,chain3,1,0
1381,1,z:ilp,nat-oop,8299,13782,8.679,1.661,2.061e-15,prime,1,0
1382,1,z:ilp,nat-oop,10774,13904,6.691,1.291,8.536e-16,prime,1,0
1383,1,z:ilp,nat-oop,10790,13808,6.687,1.280,6.938e-16,prime,1,0
1384,1,z:ilp,nat-oop,10418,13949,6.931,1.339,8.229e-16,prime,1,0
1385,1,z:ilp,nat-oop,10581,13670,6.830,1.292,8.901e-16,prime,1,0
1386,1,z:ilp,nat-oop,2256,2355,32.056,1.044,8.360e-16,chain3,1,0
1387,1,z:ilp,nat-oop,10954,20172,6.608,1.841,8.715e-16,prime,1,0
1388,1,z:ilp,nat-oop,10668,13592,6.791,1.274,8.955e-16,prime,1,0
1389,1,z:ilp,nat-oop,10580,13715,6.853,1.296,8.789e-16,prime,1,0
1390,1,z:ilp,nat-oop,10728,30681,6.764,2.860,7.900e-16,prime,1,0
1391,1,z:ilp,nat-oop,11149,13660,6.514,1.225,6.700e-16,prime,1,0
1392,1,z:ilp,nat-oop,10771,5169,6.748,0.480,8.820e-16,prime,1,0
1393,1,z:ilp,nat-oop,10764,13721,6.758,1.275,8.593e-16,prime,1,0
1394,1,z:ilp,nat-oop,10414,8703,6.991,0.836,6.925e-16,prime,1,0
1395,1,z:ilp,nat-oop,13839,6508,5.265,0.470,8.271e-16,prime,1,0
1396,1,z:ilp,nat-oop,10778,13623,6.765,1.264,7.810e-16,prime,1,0
1397,1,z:ilp,nat-oop,10686,13634,6.830,1.276,7.788e-16,prime,1,0
1398,1,z:ilp,nat-oop,10833,13724,6.743,1.267,7.163e-16,prime,1,0
1399,1,z:ilp,nat-oop,14612,13641,5.003,0.934,1.063e-15,prime,1,0
1400,1,z:ilp,nat-oop,1850,2156,39.547,1.165,5.701e-16,chain3,1,0
1401,1,z:ilp,nat-oop,10819,13682,6.767,1.265,8.764e-16,prime,1,0
1402,1,z:ilp,nat-oop,10820,13769,6.773,1.273,1.122e-15,prime,1,0
1403,1,z:ilp,nat-oop,10737,17610,6.830,1.640,6.524e-16,prime,1,0
1404,1,z:ilp,nat-oop,2015,2347,36.424,1.165,1.195e-15,chain3,1,0
1405,1,z:ilp,nat-oop,11037,13752,6.656,1.246,1.155e-15,prime,1,0
1406,1,z:ilp,nat-oop,10579,8160,6.949,0.771,7.241e-16,prime,1,0
1407,1,z:ilp,nat-oop,10486,16372,7.016,1.561,8.348e-16,prime,1,0
1408,1,z:ilp,nat-oop,1552,2165,47.447,1.395,8.088e-16,chain3,1,0
1409,1,z:ilp,nat-oop,5673,13631,12.991,2.403,9.812e-16,prime,1,0
1410,1,z:ilp,nat-oop,11184,8365,6.594,0.748,8.371e-16,prime,1,0
1411,1,z:ilp,nat-oop,11422,23562,6.463,2.063,6.922e-16,prime,1,0
1412,1,z:ilp,nat-oop,11061,13686,6.678,1.237,9.214e-16,prime,1,0
1413,1,z:ilp,nat-oop,11472,14003,6.445,1.221,8.958e-16,prime,1,0
1414,1,z:ilp,nat-oop,10779,21601,6.864,2.004,7.292e-16,prime,1,0
1415,1,z:ilp,nat-oop,10862,13596,6.817,1.252,1.013e-15,prime,1,0
1416,1,z:ilp,nat-oop,11333,11094,6.539,0.979,7.749e-16,prime,1,0
1417,1,z:ilp,nat-oop,10595,13801,7.001,1.303,1.079e-15,prime,1,0
1418,1,z:ilp,nat-oop,10636,13744,6.979,1.292,7.312e-16,prime,1,0
1419,1,z:ilp,nat-oop,11059,9626,6.717,0.870,7.757e-16,prime,1,0
1420,1,z:ilp,nat-oop,10931,13521,6.802,1.237,6.646e-16,prime,1,0
1421,1,z:ilp,nat-oop,14372,6153,5.177,0.428,6.592e-16,prime,1,0
1422,1,z:ilp,nat-oop,10516,15505,7.082,1.474,1.065e-15,prime,1,0
1423,1,z:ilp,nat-oop,10542,13677,7.070,1.297,9.585e-16,prime,1,0
1424,1,z:ilp,nat-oop,11387,17642,6.550,1.549,7.714e-16,prime,1,0
1425,1,z:ilp,nat-oop,3552,4324,21.017,1.217,1.244e-15,flat,1,0
1426,1,z:ilp,nat-oop,10768,7826,6.938,0.727,9.528e-16,prime,1,0
1427,1,z:ilp,nat-oop,10508,13882,7.115,1.321,8.413e-16,prime,1,0
1428,1,z:ilp,nat-oop,2451,3967,30.532,1.619,1.382e-15,chain3,1,0
1429,1,z:ilp,nat-oop,8472,13668,8.839,1.613,2.512e-15,prime,1,0
1430,1,z:ilp,nat-oop,3518,2832,21.302,0.805,1.112e-15,chain3,1,0
1431,1,z:ilp,nat-oop,10697,12795,7.012,1.196,7.543e-16,prime,1,0
1432,1,z:ilp,nat-oop,10731,13738,6.995,1.280,7.402e-16,prime,1,0
1433,1,z:ilp,nat-oop,10692,13970,7.026,1.307,8.941e-16,prime,1,0
1434,1,z:ilp,nat-oop,10797,13828,6.963,1.281,8.104e-16,prime,1,0
1435,1,z:ilp,nat-oop,10981,9375,6.852,0.854,6.880e-16,prime,1,0
1436,1,z:ilp,nat-oop,11698,13698,6.437,1.171,1.232e-15,prime,1,0
1437,1,z:ilp,nat-oop,10760,13881,7.004,1.290,1.049e-15,prime,1,0
1438,1,z:ilp,nat-oop,10770,13799,7.003,1.281,1.118e-15,prime,1,0
1439,1,z:ilp,nat-oop,10705,13800,7.051,1.289,8.983e-16,prime,1,0
1440,1,z:ilp,nat-oop,1584,2253,47.682,1.422,6.171e-16,chain3,1,0
1441,1,z:ilp,nat-oop,10497,13675,7.202,1.303,7.893e-16,prime,1,0
1442,1,z:ilp,nat-oop,10740,22697,7.045,2.113,5.571e-16,prime,1,0
1443,1,z:ilp,nat-oop,10749,8293,7.045,0.772,6.547e-16,prime,1,0
1444,1,z:ilp,nat-oop,2944,5658,25.743,1.922,1.125e-15,chain3,1,0
1445,1,z:ilp,nat-oop,3421,6141,22.171,1.795,1.535e-15,chain3,1,0
1446,1,z:ilp,nat-oop,11297,13798,6.718,1.221,8.204e-16,prime,1,0
1447,1,z:ilp,nat-oop,11326,13735,6.706,1.213,1.156e-15,prime,1,0
1448,1,z:ilp,nat-oop,10609,13717,7.166,1.293,8.991e-16,prime,1,0
1449,1,z:ilp,nat-oop,3295,5257,23.088,1.595,1.381e-15,flat,1,0
1450,1,z:ilp,nat-oop,10763,5588,7.074,0.519,7.922e-16,prime,1,0
1451,1,z:ilp,nat-oop,10631,13763,7.168,1.295,7.155e-16,prime,1,0
1452,1,z:ilp,nat-oop,1885,2640,40.456,1.400,8.382e-16,chain3,1,0
1453,1,z:ilp,nat-oop,6098,13917,12.515,2.282,1.569e-15,prime,1,0
1454,1,z:ilp,nat-oop,10650,13902,7.172,1.305,6.921e-16,prime,1,0
1455,1,z:ilp,nat-oop,11261,13697,6.788,1.216,8.409e-16,prime,1,0
1456,1,z:ilp,nat-oop,1795,2251,42.616,1.254,9.664e-16,chain3,1,0
1457,1,z:ilp,nat-oop,12103,15597,6.325,1.289,7.501e-16,prime,1,0
1458,1,z:ilp,nat-oop,2400,2512,31.919,1.047,6.874e-16,chain3,1,0
1459,1,z:ilp,nat-oop,11641,13897,6.587,1.194,1.917e-15,prime,1,0
1460,1,z:ilp,nat-oop,11237,14945,6.829,1.330,7.443e-16,prime,1,0
1461,1,z:ilp,nat-oop,11943,13661,6.430,1.144,7.999e-16,prime,1,0
1462,1,z:ilp,nat-oop,10730,10275,7.162,0.958,6.727e-16,prime,1,0
1463,1,z:ilp,nat-oop,3389,4395,22.699,1.297,1.482e-15,chain3,1,0
1464,1,z:ilp,nat-oop,11315,12549,6.803,1.109,9.717e-16,prime,1,0
1465,1,z:ilp,nat-oop,11129,15377,6.922,1.382,8.512e-16,prime,1,0
1466,1,z:ilp,nat-oop,10535,13876,7.318,1.317,9.222e-16,prime,1,0
1467,1,z:ilp,nat-oop,13423,13755,5.748,1.025,1.096e-15,prime,1,0
1468,1,z:ilp,nat-oop,10746,13685,7.185,1.273,8.031e-16,prime,1,0
1469,1,z:ilp,nat-oop,10777,13869,7.170,1.287,1.007e-15,prime,1,0
1470,1,z:ilp,nat-oop,2301,2265,33.603,0.984,6.228e-16,chain3,1,0
1471,1,z:ilp,nat-oop,8167,13781,9.477,1.688,2.053e-15,prime,1,0
1472,1,z:ilp,nat-oop,4118,4517,18.806,1.097,1.571e-15,2p,1,0
1473,1,z:ilp,nat-oop,10598,13790,7.314,1.301,7.469e-16,prime,1,0
1474,1,z:ilp,nat-oop,14511,14035,5.346,0.967,6.847e-16,prime,1,0
1475,1,z:ilp,nat-oop,10650,14723,7.290,1.382,8.980e-16,prime,1,0
1476,1,z:ilp,nat-oop,11365,7758,6.836,0.683,7.306e-16,prime,1,0
1477,1,z:ilp,nat-oop,11285,13805,6.890,1.223,8.757e-16,prime,1,0
1478,1,z:ilp,nat-oop,10774,13689,7.222,1.271,6.709e-16,prime,1,0
1479,1,z:ilp,nat-oop,11144,8533,6.988,0.766,6.077e-16,prime,1,0
1480,1,z:ilp,nat-oop,10545,6942,7.391,0.658,7.050e-16,prime,1,0
1481,1,z:ilp,nat-oop,11606,13988,6.720,1.205,1.056e-15,prime,1,0
1482,1,z:ilp,nat-oop,4334,4266,18.009,0.984,1.680e-15,chain3,1,0
1483,1,z:ilp,nat-oop,10738,13607,7.275,1.267,1.898e-15,prime,1,0
1484,1,z:ilp,nat-oop,10453,10550,7.478,1.009,7.245e-16,prime,1,0
1485,1,z:ilp,nat-oop,3539,2535,22.109,0.716,9.290e-16,chain3,1,0
1486,1,z:ilp,nat-oop,10819,14000,7.236,1.294,8.071e-16,prime,1,0
1487,1,z:ilp,nat-oop,11011,13840,7.116,1.257,1.081e-15,prime,1,0
1488,1,z:ilp,nat-oop,10901,5851,7.193,0.537,8.213e-16,prime,1,0
1489,1,z:ilp,nat-oop,10517,13796,7.461,1.312,8.960e-16,prime,1,0
1490,1,z:ilp,nat-oop,11053,34383,7.105,3.111,1.209e-15,prime,1,0
1491,1,z:ilp,nat-oop,11497,18911,6.836,1.645,8.129e-16,prime,1,0
1492,1,z:ilp,nat-oop,10650,13764,7.385,1.292,7.239e-16,prime,1,0
1493,1,z:ilp,nat-oop,10638,13836,7.399,1.301,7.776e-16,prime,1,0
1494,1,z:ilp,nat-oop,10815,17185,7.283,1.589,6.387e-16,prime,1,0
1495,1,z:ilp,nat-oop,3399,5302,23.192,1.560,1.612e-15,chain3,1,0
1496,1,z:ilp,nat-oop,2387,4111,33.047,1.722,1.053e-15,chain3,1,0
1497,1,z:ilp,nat-oop,10813,13780,7.301,1.274,1.238e-15,prime,1,0
1498,1,z:ilp,nat-oop,11612,24093,6.804,2.075,9.781e-16,prime,1,0
1499,1,z:ilp,nat-oop,11383,13910,6.947,1.222,1.118e-15,prime,1,0
1500,1,z:ilp,nat-oop,2793,2517,28.332,0.901,5.308e-16,chain3,1,0
1501,1,z:ilp,nat-oop,10599,24296,7.471,2.292,7.262e-16,prime,1,0
1502,1,z:ilp,nat-oop,12619,13809,6.280,1.094,8.066e-16,prime,1,0
1503,1,z:ilp,nat-oop,10587,13720,7.491,1.296,9.546e-16,prime,1,0
1504,1,z:ilp,nat-oop,10955,8997,7.245,0.821,7.410e-16,prime,1,0
1505,1,z:ilp,nat-oop,10754,10255,7.386,0.954,8.521e-16,prime,1,0
1506,1,z:ilp,nat-oop,10854,14126,7.324,1.301,7.556e-16,prime,1,0
1507,1,z:ilp,nat-oop,10633,13729,7.481,1.291,7.906e-16,prime,1,0
1508,1,z:ilp,nat-oop,10944,5788,7.275,0.529,7.119e-16,prime,1,0
1509,1,z:ilp,nat-oop,10688,13814,7.454,1.292,7.832e-16,prime,1,0
1510,1,z:ilp,nat-oop,10508,13790,7.587,1.312,8.522e-16,prime,1,0
1511,1,z:ilp,nat-oop,10461,13665,7.628,1.306,9.415e-16,prime,1,0
1512,1,z:ilp,nat-oop,2165,2409,36.883,1.113,7.055e-16,chain3,1,0
1513,1,z:ilp,nat-oop,10552,28332,7.573,2.685,6.777e-16,prime,1,0
1514,1,z:ilp,nat-oop,10750,14095,7.439,1.311,9.081e-16,prime,1,0
1515,1,z:ilp,nat-oop,10965,13751,7.299,1.254,8.232e-16,prime,1,0
1516,1,z:ilp,nat-oop,10784,13706,7.427,1.271,8.862e-16,prime,1,0
1517,1,z:ilp,nat-oop,10926,16245,7.336,1.487,7.841e-16,prime,1,0
1518,1,z:ilp,nat-oop,3705,4916,21.650,1.327,1.250e-15,chain3,1,0
1519,1,z:ilp,nat-oop,11350,6914,7.072,0.609,7.986e-16,prime,1,0
1520,1,z:ilp,nat-oop,2421,4072,33.181,1.682,1.222e-15,chain3,1,0
1521,1,z:ilp,nat-oop,3083,2904,26.077,0.942,1.320e-15,chain3,1,0
1522,1,z:ilp,nat-oop,10657,14037,7.549,1.317,8.021e-16,prime,1,0
1523,1,z:ilp,nat-oop,10795,13981,7.458,1.295,7.100e-16,prime,1,0
1524,1,z:ilp,nat-oop,10691,28654,7.536,2.680,8.085e-16,prime,1,0
1525,1,z:ilp,nat-oop,10749,16279,7.501,1.514,5.972e-16,prime,1,0
1526,1,z:ilp,nat-oop,11033,25684,7.313,2.328,8.252e-16,prime,1,0
1527,1,z:ilp,nat-oop,13013,14029,6.206,1.078,9.119e-16,prime,1,0
1528,1,z:ilp,nat-oop,10605,13826,7.620,1.304,8.878e-16,prime,1,0
1529,1,z:ilp,nat-oop,10918,13818,7.407,1.266,6.914e-16,prime,1,0
1530,1,z:ilp,nat-oop,2477,4116,32.667,1.661,1.251e-15,chain3,1,0
1531,1,z:ilp,nat-oop,9619,13722,8.420,1.427,1.603e-15,prime,1,0
1532,1,z:ilp,nat-oop,11094,13765,7.306,1.241,9.043e-16,prime,1,0
1533,1,z:ilp,nat-oop,10634,19966,7.628,1.878,6.870e-16,prime,1,0
